Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences
group_15155,,hypothetical protein,1,1
group_15156,,putative protein,1,1
group_15157,,hypothetical protein,1,1
group_15158,,hypothetical protein,1,1
group_15159,,hypothetical protein,1,1
group_15160,,hypothetical protein,1,1
group_15161,phnE,Phosphate-import permease protein PhnE,1,1
group_15162,,hypothetical protein,1,1
group_15163,,hypothetical protein,1,1
group_15164,,hypothetical protein,1,1
group_15165,,hypothetical protein,1,1
group_15166,,hypothetical protein,1,1
group_15167,,hypothetical protein,1,1
group_15168,,hypothetical protein,1,1
group_15169,,hypothetical protein,1,1
group_15170,,hypothetical protein,1,1
group_15171,,hypothetical protein,1,1
group_15172,,hypothetical protein,1,1
group_15173,,hypothetical protein,1,1
group_15174,,hypothetical protein,1,1
group_15176,,hypothetical protein,1,1
group_15177,,hypothetical protein,1,1
group_15178,,hypothetical protein,1,1
group_15179,motA,Motility protein A,1,1
group_15180,,hypothetical protein,1,1
group_15181,,hypothetical protein,1,1
group_15182,,hypothetical protein,1,1
group_15183,,hypothetical protein,1,1
group_15184,,hypothetical protein,1,1
group_15185,,hypothetical protein,1,1
group_15186,,hypothetical protein,1,1
group_15187,,hypothetical protein,1,1
group_15188,,hypothetical protein,1,1
group_15189,,hypothetical protein,1,1
group_15190,,hypothetical protein,1,1
group_15191,,hypothetical protein,1,1
group_15192,,hypothetical protein,1,1
group_15193,,hypothetical protein,1,1
group_15194,,hypothetical protein,1,1
group_15195,,hypothetical protein,1,1
group_15196,,hypothetical protein,1,1
group_15197,xerC_1,Tyrosine recombinase XerC,1,1
group_15198,,hypothetical protein,1,1
group_15199,,hypothetical protein,1,1
group_152,vgrG1_2,Actin cross-linking toxin VgrG1,1,1
group_15200,,hypothetical protein,1,1
group_15201,,hypothetical protein,1,1
group_15202,,hypothetical protein,1,1
group_15203,mdh_1,NAD-dependent methanol dehydrogenase,1,1
group_15204,,hypothetical protein,1,1
group_15205,ftsA_1,Cell division protein FtsA,1,1
group_15206,,hypothetical protein,1,1
eutN_1,,Ethanolamine utilization protein EutN,1,1
group_15208,,hypothetical protein,1,1
tdcD_1,,Propionate kinase,1,1
group_15210,pduA_3,Propanediol utilization protein PduA,1,1
pduB_2,,Propanediol utilization protein PduB,1,1
astD_2,,N-succinylglutamate 5-semialdehyde dehydrogenase,1,1
group_15213,,hypothetical protein,1,1
yfkM,,General stress protein 18,1,1
pflD_2,,Trans-4-hydroxy-L-proline dehydratase,1,1
group_15216,cutD_2,Choline trimethylamine-lyase activating enzyme,1,1
group_15217,,hypothetical protein,1,1
group_15218,,hypothetical protein,1,1
group_15219,,hypothetical protein,1,1
group_15220,,hypothetical protein,1,1
group_15221,,hypothetical protein,1,1
group_15222,rhaR_2,HTH-type transcriptional activator RhaR,1,1
metK_1,,S-adenosylmethionine synthase,1,1
group_15224,,hypothetical protein,1,1
group_15225,,hypothetical protein,1,1
group_15226,,hypothetical protein,1,1
mexB_1,,Multidrug resistance protein MexB,1,1
group_15228,,hypothetical protein,1,1
group_15229,der_1,GTPase Der,1,1
group_15230,,hypothetical protein,1,1
group_15231,,hypothetical protein,1,1
group_15232,,hypothetical protein,1,1
group_15233,,hypothetical protein,1,1
group_15234,,hypothetical protein,1,1
group_15235,,hypothetical protein,1,1
group_15236,,hypothetical protein,1,1
group_15237,,hypothetical protein,1,1
group_15238,,hypothetical protein,1,1
group_15239,,hypothetical protein,1,1
group_15240,,hypothetical protein,1,1
group_15241,intA_5,Prophage integrase IntA,1,1
group_15242,,hypothetical protein,1,1
group_15243,,hypothetical protein,1,1
group_15244,,hypothetical protein,1,1
mmuM,,Homocysteine S-methyltransferase,1,1
rocC,,Amino-acid permease RocC,1,1
group_15247,,hypothetical protein,1,1
group_15248,,hypothetical protein,1,1
group_15249,,hypothetical protein,1,1
group_15250,,hypothetical protein,1,1
group_15251,,hypothetical protein,1,1
group_15252,,hypothetical protein,1,1
group_15253,,hypothetical protein,1,1
group_15254,,hypothetical protein,1,1
group_15255,,hypothetical protein,1,1
group_15256,,hypothetical protein,1,1
group_15257,,hypothetical protein,1,1
group_15258,,hypothetical protein,1,1
group_15259,,hypothetical protein,1,1
group_15260,,hypothetical protein,1,1
group_15261,,hypothetical protein,1,1
group_15262,,hypothetical protein,1,1
group_15263,,hypothetical protein,1,1
group_15264,,hypothetical protein,1,1
group_15265,,hypothetical protein,1,1
group_15266,,hypothetical protein,1,1
group_15267,,hypothetical protein,1,1
group_15268,,hypothetical protein,1,1
group_15269,,hypothetical protein,1,1
group_15270,,hypothetical protein,1,1
group_15271,,hypothetical protein,1,1
group_15272,,hypothetical protein,1,1
group_15273,,hypothetical protein,1,1
ycfH_2,,putative metal-dependent hydrolase YcfH,1,1
queC_2,,7-cyano-7-deazaguanine synthase,1,1
group_15276,,hypothetical protein,1,1
group_15277,,hypothetical protein,1,1
group_15278,,hypothetical protein,1,1
group_15279,,hypothetical protein,1,1
group_15280,sopB_2,Protein SopB,1,1
group_15282,,hypothetical protein,1,1
group_15283,,hypothetical protein,1,1
group_15284,,hypothetical protein,1,1
group_15285,,hypothetical protein,1,1
group_15286,rfaH_2,Transcription antitermination protein RfaH,1,1
group_15287,,hypothetical protein,1,1
group_15288,,hypothetical protein,1,1
group_15289,virB4,Type IV secretion system protein virB4,1,1
group_15290,,hypothetical protein,1,1
group_15291,,hypothetical protein,1,1
group_15292,,hypothetical protein,1,1
group_15293,virB8,Type IV secretion system protein virB8,1,1
group_15294,virB9,Type IV secretion system protein virB9,1,1
group_15295,,hypothetical protein,1,1
group_15296,ptlH,Type IV secretion system protein PtlH,1,1
group_15297,virD4,Protein VirD4,1,1
group_15298,,hypothetical protein,1,1
group_15299,,hypothetical protein,1,1
group_15300,,hypothetical protein,1,1
group_15301,yhcR,Endonuclease YhcR,1,1
group_15302,,hypothetical protein,1,1
group_15303,,hypothetical protein,1,1
group_15304,,hypothetical protein,1,1
group_15305,,hypothetical protein,1,1
group_15306,topB_2,DNA topoisomerase 3,1,1
group_15307,stpA_2,DNA-binding protein StpA,1,1
group_15308,,hypothetical protein,1,1
group_15309,,hypothetical protein,1,1
group_15310,,hypothetical protein,1,1
group_15311,,hypothetical protein,1,1
group_15312,pir,PI protein,1,1
group_15313,dnaJ_2,Chaperone protein DnaJ,1,1
group_15314,,hypothetical protein,1,1
group_15315,,hypothetical protein,1,1
group_15316,,hypothetical protein,1,1
group_15317,,hypothetical protein,1,1
group_15318,,hypothetical protein,1,1
group_15319,,hypothetical protein,1,1
group_15320,,hypothetical protein,1,1
group_15321,,hypothetical protein,1,1
group_15322,ydiO,putative BsuMI modification methylase subunit YdiO,1,1
group_15323,,hypothetical protein,1,1
group_15324,,hypothetical protein,1,1
group_15325,,hypothetical protein,1,1
group_15326,,hypothetical protein,1,1
group_15327,,hypothetical protein,1,1
group_15328,,hypothetical protein,1,1
group_15329,,hypothetical protein,1,1
group_1533,yhdJ_2,DNA adenine methyltransferase YhdJ,1,1
group_15330,,hypothetical protein,1,1
bspRIM,,Modification methylase BspRI,1,1
group_15332,,hypothetical protein,1,1
group_15333,,hypothetical protein,1,1
group_15334,,hypothetical protein,1,1
group_15335,,hypothetical protein,1,1
group_15336,,hypothetical protein,1,1
yhdJ_1,,DNA adenine methyltransferase YhdJ,1,1
group_15358,araB_2,Ribulokinase,1,1
group_15359,araB_2,Ribulokinase,1,1
group_15360,araB_2,Ribulokinase,1,1
group_15361,araB_2,Ribulokinase,1,1
araB_2,,Ribulokinase,1,1
radA_2,,DNA repair protein RadA,1,1
group_15411,radA_2,DNA repair protein RadA,1,1
group_15412,radA_2,DNA repair protein RadA,1,1
group_15413,radA_2,DNA repair protein RadA,1,1
group_15414,radA_2,DNA repair protein RadA,1,1
metQ_2,,D-methionine-binding lipoprotein MetQ,1,1
group_15473,rsmC_2,Ribosomal RNA small subunit methyltransferase C,1,1
rsmC_2,,Ribosomal RNA small subunit methyltransferase C,1,1
group_15475,rsmC_2,Ribosomal RNA small subunit methyltransferase C,1,1
group_15476,rsmC_2,Ribosomal RNA small subunit methyltransferase C,1,1
group_15477,rsmC_2,Ribosomal RNA small subunit methyltransferase C,1,1
group_15478,rsmC_2,Ribosomal RNA small subunit methyltransferase C,1,1
group_15492,ampE_2,Protein AmpE,1,1
group_15493,ampE_2,Protein AmpE,1,1
ampE_2,,Protein AmpE,1,1
group_15495,ampE_2,Protein AmpE,1,1
group_15496,ampE_2,Protein AmpE,1,1
group_15499,yjjQ_2,Putative transcription factor YjjQ,1,1
group_155,,hypothetical protein,1,1
group_1550,bcsA,Cellulose synthase catalytic subunit [UDP-forming],1,1
group_15500,yjjQ_2,Putative transcription factor YjjQ,1,1
group_15501,yjjQ_2,Putative transcription factor YjjQ,1,1
group_15502,yjjQ_2,Putative transcription factor YjjQ,1,1
yjjQ_2,,Putative transcription factor YjjQ,1,1
group_15518,,ISNCY family transposase ISRor2,1,1
group_15519,,ISNCY family transposase ISRor2,1,1
group_15520,,ISNCY family transposase ISRor2,1,1
group_15521,,ISNCY family transposase ISRor2,1,1
group_15522,,ISNCY family transposase ISRor2,1,1
group_15533,,hypothetical protein,1,1
group_15534,,hypothetical protein,1,1
group_15535,,hypothetical protein,1,1
group_15536,,hypothetical protein,1,1
group_15537,,hypothetical protein,1,1
yadH_2,,Inner membrane transport permease YadH,1,1
group_15550,yadH_2,Inner membrane transport permease YadH,1,1
group_15551,yadH_2,Inner membrane transport permease YadH,1,1
group_15552,yadH_2,Inner membrane transport permease YadH,1,1
group_15553,yadH_2,Inner membrane transport permease YadH,1,1
caiD_2,,Carnitinyl-CoA dehydratase,1,1
group_15561,caiD_2,Carnitinyl-CoA dehydratase,1,1
group_15562,caiD_2,Carnitinyl-CoA dehydratase,1,1
group_15563,caiD_2,Carnitinyl-CoA dehydratase,1,1
group_15564,caiD_2,Carnitinyl-CoA dehydratase,1,1
group_156,vgrG1_2,Actin cross-linking toxin VgrG1,1,1
group_1562,,hypothetical protein,1,1
group_15620,,hypothetical protein,1,1
group_15621,,hypothetical protein,1,1
group_15622,,hypothetical protein,1,1
group_15623,,hypothetical protein,1,1
group_15624,,hypothetical protein,1,1
group_15638,rluA_2,Dual-specificity RNA pseudouridine synthase RluA,1,1
group_15639,rluA_2,Dual-specificity RNA pseudouridine synthase RluA,1,1
group_1564,,hypothetical protein,1,1
group_15640,rluA_2,Dual-specificity RNA pseudouridine synthase RluA,1,1
group_15641,rluA_2,Dual-specificity RNA pseudouridine synthase RluA,1,1
rluA_2,,Dual-specificity RNA pseudouridine synthase RluA,1,1
group_15655,osmY_2,Osmotically-inducible protein Y,1,1
group_15656,osmY_2,Osmotically-inducible protein Y,1,1
group_15657,osmY_2,Osmotically-inducible protein Y,1,1
group_15658,osmY_2,Osmotically-inducible protein Y,1,1
group_15659,osmY_2,Osmotically-inducible protein Y,1,1
group_15661,,hypothetical protein,1,1
group_15662,,hypothetical protein,1,1
group_15663,,hypothetical protein,1,1
group_15664,,hypothetical protein,1,1
group_15665,,hypothetical protein,1,1
group_1567,umuC_3,Protein UmuC,1,1
group_1568,umuC_3,Protein UmuC,1,1
group_15722,fimG_2,Protein FimG,1,1
group_15723,fimG_2,Protein FimG,1,1
group_15724,fimG_3,Protein FimG,1,1
group_15725,fimG_2,Protein FimG,1,1
fimG_3,,Protein FimG,1,1
group_15734,pspB_2,Putative phosphoserine phosphatase 2,1,1
group_15735,pspB_3,Putative phosphoserine phosphatase 2,1,1
group_15736,pspB_2,Putative phosphoserine phosphatase 2,1,1
group_15737,pspB_2,Putative phosphoserine phosphatase 2,1,1
group_15738,pspB_2,Putative phosphoserine phosphatase 2,1,1
traQ_2,,Protein TraQ,1,1
yjiA_2,,P-loop guanosine triphosphatase YjiA,1,1
group_15752,yjiA_2,P-loop guanosine triphosphatase YjiA,1,1
group_15753,yjiA_2,P-loop guanosine triphosphatase YjiA,1,1
group_15754,yjiA_2,P-loop guanosine triphosphatase YjiA,1,1
group_15755,yjiA_2,P-loop guanosine triphosphatase YjiA,1,1
group_1576,traQ_2,Protein TraQ,1,1
group_1577,traQ_2,Protein TraQ,1,1
group_15776,panD_2,Aspartate 1-decarboxylase,1,1
group_15777,panD_2,Aspartate 1-decarboxylase,1,1
group_15778,panD_2,Aspartate 1-decarboxylase,1,1
panD_2,,Aspartate 1-decarboxylase,1,1
group_1578,traQ,Protein TraQ,1,1
group_15780,panD_2,Aspartate 1-decarboxylase,1,1
group_15795,lpxB_2,Lipid-A-disaccharide synthase,1,1
lpxB_2,,Lipid-A-disaccharide synthase,1,1
group_15797,lpxB_2,Lipid-A-disaccharide synthase,1,1
group_15798,lpxB_2,Lipid-A-disaccharide synthase,1,1
group_15799,lpxB_2,Lipid-A-disaccharide synthase,1,1
group_158,,hypothetical protein,1,1
group_1580,,hypothetical protein,1,1
group_1581,,hypothetical protein,1,1
group_15810,imm_4,Colicin-E7 immunity protein,1,1
group_15811,imm_4,Colicin-E7 immunity protein,1,1
group_15812,imm_4,Colicin-E7 immunity protein,1,1
group_15813,imm_4,Colicin-E7 immunity protein,1,1
group_15814,imm_4,Colicin-E7 immunity protein,1,1
group_15826,dnaK_2,Chaperone protein DnaK,1,1
group_15827,dnaK_3,Chaperone protein DnaK,1,1
group_15828,dnaK_2,Chaperone protein DnaK,1,1
group_15829,dnaK_2,Chaperone protein DnaK,1,1
dnaK_3,,Chaperone protein DnaK,1,1
group_15833,dnaJ_2,Chaperone protein DnaJ,1,1
group_15834,dnaJ_2,Chaperone protein DnaJ,1,1
group_15835,dnaJ_2,Chaperone protein DnaJ,1,1
group_15836,dnaJ_2,Chaperone protein DnaJ,1,1
group_15837,dnaJ_2,Chaperone protein DnaJ,1,1
group_15839,glxK_3,Glycerate 3-kinase,1,1
group_1584,,hypothetical protein,1,1
group_15840,glxK_2,Glycerate 3-kinase,1,1
group_15841,glxK_2,Glycerate 3-kinase,1,1
group_15842,glxK_2,Glycerate 3-kinase,1,1
glxK_3,,Glycerate 3-kinase,1,1
group_15852,aroP_2,Aromatic amino acid transport protein AroP,1,1
aroP_2,,Aromatic amino acid transport protein AroP,1,1
group_15854,aroP_2,Aromatic amino acid transport protein AroP,1,1
group_15855,aroP_2,Aromatic amino acid transport protein AroP,1,1
group_15856,aroP_2,Aromatic amino acid transport protein AroP,1,1
group_1586,,hypothetical protein,1,1
group_15861,,hypothetical protein,1,1
group_15862,,hypothetical protein,1,1
group_15863,,hypothetical protein,1,1
group_15864,,hypothetical protein,1,1
group_15865,,hypothetical protein,1,1
group_1587,,hypothetical protein,1,1
group_15874,murD_2,UDP-N-acetylmuramoylalanine--D-glutamate ligase,1,1
group_15875,murD_2,UDP-N-acetylmuramoylalanine--D-glutamate ligase,1,1
group_15876,murD_2,UDP-N-acetylmuramoylalanine--D-glutamate ligase,1,1
group_15877,murD_2,UDP-N-acetylmuramoylalanine--D-glutamate ligase,1,1
murD_2,,UDP-N-acetylmuramoylalanine--D-glutamate ligase,1,1
traC_2,,Protein TraC,1,1
group_1590,traC_2,Protein TraC,1,1
group_15900,yadK_2,putative fimbrial-like protein YadK,1,1
group_15901,yadK_2,putative fimbrial-like protein YadK,1,1
yadK_2,,putative fimbrial-like protein YadK,1,1
group_15903,yadK_2,putative fimbrial-like protein YadK,1,1
group_15904,yadK_2,putative fimbrial-like protein YadK,1,1
hrpB_2,,ATP-dependent RNA helicase HrpB,1,1
group_15919,hrpB_2,ATP-dependent RNA helicase HrpB,1,1
group_15920,hrpB_2,ATP-dependent RNA helicase HrpB,1,1
group_15922,hrpB_2,ATP-dependent RNA helicase HrpB,1,1
group_15923,hrpB_2,ATP-dependent RNA helicase HrpB,1,1
group_1593,traC_1,Protein TraC,1,1
group_1594,traC_2,Protein TraC,1,1
group_15942,,hypothetical protein,1,1
group_15943,,hypothetical protein,1,1
group_15944,,hypothetical protein,1,1
group_15945,,hypothetical protein,1,1
group_15946,,hypothetical protein,1,1
group_1595,traC_2,Protein TraC,1,1
group_15952,gcd_2,Quinoprotein glucose dehydrogenase,1,1
group_15953,gcd_2,Quinoprotein glucose dehydrogenase,1,1
group_15954,gcd_2,Quinoprotein glucose dehydrogenase,1,1
group_15955,gcd_2,Quinoprotein glucose dehydrogenase,1,1
group_15956,gcd_2,Quinoprotein glucose dehydrogenase,1,1
group_1596,traC_2,Protein TraC,1,1
group_15962,bamA_2,Outer membrane protein assembly factor BamA,1,1
group_15963,bamA_2,Outer membrane protein assembly factor BamA,1,1
group_15964,bamA_2,Outer membrane protein assembly factor BamA,1,1
group_15965,bamA_2,Outer membrane protein assembly factor BamA,1,1
group_1597,traC_2,Protein TraC,1,1
group_15974,djlA_2,Co-chaperone protein DjlA,1,1
group_15975,djlA_2,Co-chaperone protein DjlA,1,1
group_15976,djlA_2,Co-chaperone protein DjlA,1,1
group_15977,djlA_2,Co-chaperone protein DjlA,1,1
group_15978,djlA_2,Co-chaperone protein DjlA,1,1
group_15982,creD_2,Inner membrane protein CreD,1,1
creD_2,,Inner membrane protein CreD,1,1
